"C1T1_r1","C1T1_r10","C1T1_r2","C1T1_r3","C1T1_r4","C1T1_r5","C1T1_r6","C1T1_r7","C1T1_r8","C1T1_r9","C1T2_r1","C1T2_r10","C1T2_r2","C1T2_r3","C1T2_r4","C1T2_r5","C1T2_r6","C1T2_r7","C1T2_r8","C1T2_r9","C1T3_r1","C1T3_r10","C1T3_r2","C1T3_r3","C1T3_r4","C1T3_r5","C1T3_r6","C1T3_r7","C1T3_r8","C1T3_r9","C1T4_r1","C1T4_r10","C1T4_r2","C1T4_r3","C1T4_r4","C1T4_r5","C1T4_r6","C1T4_r7","C1T4_r8","C1T4_r9","C1T5_r1","C1T5_r10","C1T5_r2","C1T5_r3","C1T5_r4","C1T5_r5","C1T5_r6","C1T5_r7","C1T5_r8","C1T5_r9","C1T6_r1","C1T6_r10","C1T6_r2","C1T6_r3","C1T6_r4","C1T6_r5","C1T6_r6","C1T6_r7","C1T6_r8","C1T6_r9","C2T1_r1","C2T1_r10","C2T1_r2","C2T1_r3","C2T1_r4","C2T1_r5","C2T1_r6","C2T1_r7","C2T1_r8","C2T1_r9","C2T2_r1","C2T2_r10","C2T2_r2","C2T2_r3","C2T2_r4","C2T2_r5","C2T2_r6","C2T2_r7","C2T2_r8","C2T2_r9","C2T3_r1","C2T3_r10","C2T3_r2","C2T3_r3","C2T3_r4","C2T3_r5","C2T3_r6","C2T3_r7","C2T3_r8","C2T3_r9","C2T4_r1","C2T4_r10","C2T4_r2","C2T4_r3","C2T4_r4","C2T4_r5","C2T4_r6","C2T4_r7","C2T4_r8","C2T4_r9","C2T5_r1","C2T5_r10","C2T5_r2","C2T5_r3","C2T5_r4","C2T5_r5","C2T5_r6","C2T5_r7","C2T5_r8","C2T5_r9","C2T6_r1","C2T6_r10","C2T6_r2","C2T6_r3","C2T6_r4","C2T6_r5","C2T6_r6","C2T6_r7","C2T6_r8","C2T6_r9"
49,0,28,0,98,0,0,0,0,0,0,72,54,0,108,60,0,66,0,0,0,0,32,0,24,44,0,56,24,0,0,0,21,0,0,0,0,48,0,0,0,0,32,0,0,0,22,30,0,0,0,0,8,0,0,6,7,0,11,0,0,7,0,0,6,0,10,11,0,0,0,0,11,0,0,0,6,10,0,7,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,9,9,0,0,0,11,0,0,0,0,0,14,0,0,0
0,77,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,60,0,0,0,24,0,0,48,0,32,0,0,0,0,21,18,0,27,0,0,0,15,0,0,0,0,0,0,10,0,0,26,0,0,0,0,10,0,0,0,10,9,0,0,0,0,0,4,0,0,5,12,10,0,0,0,0,0,10,0,10,10,12,0,0,0,0,0,7,0,0,0,15,0,0,13,0,0,10,0,10,7,7,6,0,16,0,0,15,0,0,12,11,0,0,0,13,0,8,0,0,6,0
0,0,0,0,0,0,70,77,91,56,0,0,0,0,42,0,0,42,72,0,0,0,40,0,0,16,52,28,64,0,0,0,0,12,0,0,51,0,33,0,0,0,0,0,0,0,28,24,0,0,0,0,0,3,0,0,14,0,7,0,0,13,12,0,0,9,13,0,0,8,0,12,13,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,12,0,0,4,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,9,11,14,0,0,0
0,0,49,70,98,56,0,0,0,0,0,0,42,0,54,0,0,0,0,48,0,12,52,0,0,0,0,44,0,0,0,12,0,12,0,0,39,36,24,0,0,14,0,30,0,0,0,28,0,0,0,8,0,0,0,5,0,0,0,0,8,0,0,6,11,0,0,22,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,7
84,63,0,84,0,91,0,91,0,0,60,42,0,0,0,84,0,0,0,0,0,32,0,32,0,48,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,12,0,0,0,0,7,8,0,11,0,15,0,0,0,0,0,13,0,5,0,9,0,4,0,8,0,8,0,0,0,0,0,11,0,0,0,10,0,9,0,0,0,7,0,5,0,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,35,0,0,119,0,0,0,0,42,0,0,0,0,84,0,0,0,0,28,0,0,0,0,52,0,0,36,0,39,0,0,0,0,24,30,0,16,14,32,0,0,0,0,22,0,0,0,0,12,0,0,0,0,10,0,0,0,12,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,8,0,0,0,14,0,0,0,11,0,0,0,0,9,0,0,7,0,13,0,0,0,9,0,0,0,0,0,14,12,0,0,0,7,0,0,0,0,5,12,0,0
0,0,0,0,0,0,0,0,84,77,48,0,24,0,96,48,0,0,0,102,52,32,24,0,68,24,0,0,0,32,24,0,33,0,48,36,0,0,24,0,0,16,0,0,0,22,0,8,22,0,0,16,0,0,0,10,0,5,7,0,6,0,0,5,0,0,0,0,0,0,8,0,0,8,14,0,0,0,0,0,0,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,63,0,0,0,49,63,0,0,0,0,0,0,42,0,54,84,0,60,0,0,0,0,0,0,0,36,0,12,0,0,0,0,0,0,0,18,0,30,0,0,0,22,0,0,0,0,0,20,9,0,0,12,0,8,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,10,0,0,0,9,0,0,0,8,0,19,6,0,13,12,0,0,0,0,0,11,0,11,11
0,70,0,56,0,70,0,0,0,0,0,78,0,42,0,30,54,0,0,0,0,0,36,24,0,36,32,0,0,0,0,0,0,0,0,36,0,18,0,0,0,0,0,0,0,0,0,24,0,0,11,0,0,0,0,0,0,0,0,0,16,13,0,0,16,0,0,0,0,0,0,16,0,0,10,0,5,0,5,0,0,13,0,0,5,14,6,0,12,5,0,11,0,0,6,18,10,0,10,0,0,9,0,12,0,14,0,0,9,0,0,0,7,0,0,0,0,0,11,0
0,0,56,0,0,0,70,0,56,56,0,0,0,78,0,0,0,0,60,78,0,64,48,0,0,0,0,0,0,36,0,39,0,0,0,39,12,0,0,0,0,18,0,0,0,22,0,16,0,14,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,10,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,11,0
0,84,0,0,112,0,0,112,0,0,0,72,0,60,120,0,18,60,0,0,0,64,0,12,68,0,20,0,0,0,0,27,0,0,42,21,0,0,0,0,0,0,0,24,34,24,0,0,0,0,0,9,0,7,13,13,0,0,0,11,0,0,0,0,0,6,7,0,14,0,0,0,0,0,0,0,11,0,13,0,8,0,0,0,0,0,14,0,12,0,15,0,0,6,0,0,9,0,10,0,6,0,6,0,0,0,0,0,4,10,8,0,9,12,13,0,14,0,12,0
0,42,0,70,0,91,0,0,0,77,0,48,0,0,0,0,0,0,0,0,0,44,32,28,52,0,24,24,0,24,0,45,27,0,39,0,27,0,0,0,0,26,0,0,26,0,0,0,0,20,0,11,0,0,12,0,8,0,0,0,10,0,0,0,0,0,0,7,0,0,8,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,11,12,0,11,0,0
0,0,84,14,0,0,0,56,0,63,0,42,66,54,0,0,0,0,0,0,28,32,0,44,0,0,0,0,0,0,18,18,24,45,0,0,30,0,0,0,0,14,22,0,0,0,0,0,22,10,0,13,14,0,10,11,9,7,10,13,8,6,0,0,0,0,10,0,0,8,0,0,10,7,7,0,0,0,0,10,0,0,10,0,0,8,0,9,0,16,0,0,7,0,0,0,0,12,0,10,0,0,12,0,0,14,0,8,0,12,0,0,0,0,0,8,0,9,0,10
0,0,0,0,63,0,56,0,0,0,0,0,0,0,84,0,36,0,0,0,40,0,0,0,44,0,28,40,0,0,0,0,27,0,36,0,21,24,33,0,0,0,12,0,30,0,0,34,0,12,7,0,8,0,10,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,8,0,10,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,4,8,13,0,0,0,0,0,0,0,0,5,18,7,0,0,10,0,5,0,0,12,8,0,11,0,0,0
0,0,0,0,0,0,105,63,0,49,0,0,0,0,0,60,96,0,0,0,0,16,60,0,0,0,68,0,0,0,33,39,51,0,0,18,45,0,0,0,0,30,22,0,18,0,30,8,0,0,0,15,9,0,17,0,13,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,10,12,0,0,8,0,9,0,0,0,10,4,0,0,10,0
0,42,0,0,70,0,0,0,77,0,30,0,0,0,78,66,24,0,72,72,0,44,16,0,0,32,0,0,24,20,0,39,18,0,12,0,0,24,0,0,0,22,0,0,18,28,0,0,0,0,0,13,8,8,0,15,0,0,0,10,0,0,10,0,0,0,0,11,0,14,0,0,11,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,12,0,0,0,0,9,0,0,9,5,0,0,0,0,0,0,0,0,0,4,0,0
0,63,70,119,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,24,40,0,0,0,0,0,0,15,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,9,0,0,15,9,10,4,11,0,0,5,0,0,13,12,7,0,0,0,0,0,0,0,11,14,0,0,9,0,12,0,0,0,9,8,10,0,17,0,12,0,0,2,0,10
28,77,0,0,0,0,84,42,0,0,0,0,0,0,0,60,0,30,0,0,0,36,0,0,12,64,0,40,0,0,24,27,27,0,0,0,0,0,0,0,28,14,0,0,0,0,0,14,0,0,11,0,0,0,12,0,0,0,9,0,0,0,9,0,0,0,5,0,10,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,98,49,0,0,56,105,0,56,0,0,36,0,0,0,66,96,0,78,0,0,0,0,0,0,44,56,0,36,0,0,0,39,0,0,30,45,0,0,0,0,0,30,18,0,16,26,16,0,0,0,0,14,11,0,0,0,8,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,6,0,0,12,0,0,7,6,0,0,0,0,0,8,0,0,12,0,0,0,6,0,0,0,11,0,0,5,0,0,9,0,0,0,4,0,0,0,0,0,0,10,8,0,0,0,8
0,56,0,0,0,91,0,91,0,0,90,0,0,0,0,84,0,0,54,0,48,0,0,0,0,28,0,0,0,32,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,30,7,11,0,0,0,0,0,0,6,14,0,0,0,9,13,12,0,11,0,9,7,0,0,16,7,0,0,0,0,0,0,0,0,15,11,14,0,0,10,0,0,0,0,0,0,10,0,0,5,0,8,0,9,0,0,0,0,0,0,7,14,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,60,18,0,0,0,0,0,0,0,9,57,0,0,0,0,14,0,0,0,8,24,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,15,10,0,0,0,0,8,0,0,0,12,8,0,9,0,0,0,0,0,11,11,8,10,9,7,0,0,0,0,11,14,7,14
0,49,98,91,0,0,112,0,0,0,0,0,30,126,0,0,90,0,60,0,0,0,0,60,0,0,0,0,48,0,0,0,30,54,0,0,0,33,39,0,24,14,0,26,0,12,0,18,24,0,10,7,0,7,0,15,0,11,16,0,0,0,0,7,16,12,14,0,0,0,0,0,0,0,0,10,13,0,0,0,0,8,0,0,0,10,12,0,0,0,0,0,0,0,0,8,9,0,10,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,63,0,0,0,42,63,56,0,36,0,0,0,0,0,0,90,30,0,0,0,0,0,0,0,0,44,0,0,0,0,0,24,0,0,0,0,18,0,0,10,0,28,0,0,16,0,0,0,0,7,0,9,0,0,10,0,0,11,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,10,0,0,0,10,0,0,10,0,0,10,0,0,0
0,63,0,0,0,0,0,56,56,0,0,0,0,0,0,0,0,0,54,0,0,56,48,0,0,32,0,0,76,0,0,36,0,12,0,33,0,0,27,0,0,0,0,22,0,22,0,22,18,0,0,0,0,0,0,11,0,13,17,7,10,10,0,0,0,6,0,0,0,10,9,8,0,0,9,0,0,0,0,12,10,0,0,0,12,0,0,8,13,0,0,0,0,0,14,0,0,10,19,8,0,0,0,0,0,5,0,7,0,0,0,0,0,0,9,0,0,7,0,0
0,0,105,70,0,0,0,63,0,0,0,0,54,48,0,0,0,0,60,0,0,0,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,9,0,7,11,0,0,0,17,5,0,10,0,10,9,0,0,0,10,0,6,0,7,8,0,0,0,0,13,9,0,0,0,10,0,8,0,0,10,16,8,0,0,9,0,0,0,0,15,13,0,0,9,11,0,0,0,0,0,13,0
0,0,0,0,63,0,98,0,0,0,0,0,0,0,60,72,84,0,0,0,0,36,0,36,0,0,0,0,0,0,0,45,0,0,0,24,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,10,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,8,0,0,0,13,7,14,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0
42,35,63,0,98,0,0,0,0,0,0,42,0,0,72,0,0,0,0,24,0,48,0,0,44,0,0,0,20,40,0,0,0,0,0,0,0,0,30,33,0,0,0,0,0,0,0,0,26,30,0,0,0,0,0,11,0,0,0,13,0,10,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,7,13,0,0,0,0,8
42,0,0,0,0,77,0,0,0,49,0,0,84,0,0,42,0,0,0,42,0,44,40,0,0,0,0,0,0,44,0,0,42,0,0,0,0,0,0,30,0,0,34,10,18,0,0,0,0,20,0,0,8,0,0,0,0,0,0,8,9,0,0,0,0,17,0,17,0,0,11,9,0,0,0,11,0,9,0,0,10,0,0,0,0,7,8,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,13,5,0,10,0,0,0
70,0,70,0,0,70,0,35,0,91,42,0,0,0,0,0,0,0,54,36,24,40,0,0,0,0,40,0,0,0,0,36,0,0,30,0,27,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,15,0,0,12,11,0,10,0,0,0,11,0,0,0,9,0,0,0,0,0,0,13,0,0,9,0,0,0,0,10,0,0,8,0,0,0,0,0,0,10,0,0,8,12,0,0,0,0,10,6,0,0,10,9,10,0,0,0
70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,48,60,0,0,0,0,0,0,0,0,32,0,0,32,0,0,21,45,0,0,0,42,0,0,27,0,0,14,0,14,0,26,0,0,0,0,11,0,11,14,8,0,0,0,0,9,0,0,0,0,0,0,0,14,0,14,8,0,0,0,0,9,0,10,0,0,11,0,0,0,0,11,0,8,0,0,0,0,10,0,0,9,0,11,8,0,0,0,7,0,0,9,0,9,0,0,0,0,0,0,0,0,8,0,0
56,0,0,0,0,0,0,0,0,77,48,0,0,0,0,0,66,0,0,66,0,0,36,32,0,0,56,20,0,28,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,15,0,0,0,0,0,0,0,0,9,5,0,7,0,13,7,0,0,0,0,7,0,0,0,0,0,0,6,0,9,0,9,13,0,7,0,0,11,0,16,0,0,0,0,7,0,0,7,0,11,0,0,0,0,0,9,0,0,0,7,7,0,0,0,0,0,0
63,42,0,84,0,0,0,0,0,0,30,72,0,48,0,0,90,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,33,0,21,0,0,0,0,0,0,18,18,0,14,0,0,0,0,8,0,9,12,6,0,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,16,10,0,0,16,0,0,0,0,0,12,17,0,0,8,9,10,0,0,11,10,19,0,0,0,8,0,0,0,12,11,10,0,0,0,8,0,0,0,15,6,10,0,0,14,0,4
0,56,0,0,98,0,0,126,0,0,0,0,0,0,48,0,90,96,30,30,0,40,0,0,24,0,36,48,44,0,0,24,0,0,6,0,24,21,39,0,0,0,0,0,0,10,20,0,20,0,6,0,0,0,0,0,10,0,0,0,0,16,0,0,14,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,5,0,11,10,0,0,0,10,0,0,8,0,7,0,6,0,0,10,9,0,7,0,12,0,0,0,0,10,5,11,9,10
91,0,63,77,0,0,42,0,0,0,66,0,0,0,0,0,60,0,0,0,44,52,20,0,0,0,0,0,36,0,36,0,0,0,0,0,0,0,24,0,26,20,12,0,0,0,0,0,22,0,10,0,8,0,6,0,0,13,0,0,9,0,0,8,0,0,0,0,16,9,0,0,0,13,0,0,0,0,8,15,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,11,11,0,0,0,0,9,0,0,0,0,15,0,0,0,10,9,20,0,0,0,19,0,0,0
56,0,0,0,63,0,0,0,0,84,0,0,0,0,42,66,0,72,0,54,0,0,0,0,20,60,0,32,0,44,0,0,0,0,0,0,18,0,24,42,0,0,0,0,0,0,0,0,0,32,3,0,5,11,0,0,10,0,0,10,8,0,0,0,8,0,11,0,0,0,9,0,0,0,0,0,14,0,0,0,13,0,0,0,14,0,8,0,0,0,4,0,0,0,8,0,10,0,6,0,0,0,0,10,14,0,0,12,0,0,8,0,0,19,0,0,0,17,11,0
91,49,0,0,0,0,0,49,91,0,0,0,0,0,0,0,0,0,48,0,28,0,0,0,0,0,0,48,0,0,0,0,0,9,0,0,0,27,9,0,0,0,0,0,0,0,0,0,24,16,8,0,0,0,0,0,0,0,0,12,0,9,0,0,9,0,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,9,0,0,0,0,0,0,0,0,7,12,0,0,9,0,0,0,0,0,8,7,0,0,0,0,0,10
0,0,0,0,0,0,0,63,77,0,0,0,0,0,0,0,0,60,84,0,44,0,0,0,0,0,36,0,32,0,33,24,0,0,0,0,33,0,51,0,0,18,0,0,0,0,10,0,26,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,10,11,0,0,0,0,0,0,0,0,11,0,7,0,9,0,4,0,0,0,11,0,7,0,12,0,9,0,6,0,12,0,9,0,12,0,18,0,0,0,12,0,0,0,8,0,6,0,0,0,15,0,11,0,0,0
0,0,0,77,0,0,42,0,0,35,0,0,42,0,0,0,0,0,0,0,0,60,52,0,0,0,0,0,0,0,0,36,0,0,0,24,0,0,0,0,10,28,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,16,0,8,11,0,9,13,0,0,0,14,10,10,13,14,11,11,9,0,0,15,10,13,10,12,0,20,13,0,11,5,0,7,14,9,0,10,11,0,10,0,0,0,13,7,0,0,3,0,7,0,0,0,8,8,0,12,0,0,0
28,0,84,105,0,0,0,98,0,0,84,0,48,126,0,0,0,0,0,0,16,0,36,84,0,40,0,0,0,0,0,0,33,24,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,12,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,6,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,56,0,70,0,0,0,0,0,0,60,90,48,0,0,0,0,60,48,0,44,0,0,0,0,0,0,0,0,0,27,0,0,0,24,0,0,0,0,0,16,0,18,0,26,0,0,0,0,0,10,0,7,0,15,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,8,0,0,0,0,0,12,0,7,0,9,0,6,0,0,0,12,0,14,0,9,0,0,0
0,0,0,0,112,0,70,0,112,63,0,48,0,0,0,0,0,0,42,54,0,0,0,0,40,0,0,0,32,0,0,12,0,0,42,0,0,0,0,15,0,14,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,9,0,0,15,0,0,0,7,0,0,0,0,0,19,0,0,0,0,8,0,7,0,0,13,0,9,0,16,13,0,0,0,0,9,7,0,0,16,0,0,0,0,0,0,11,0,0,18,0,0,0,13,0,0,8,5,0,20,0,0,0,12,0
0,84,0,98,0,98,77,0,0,105,42,0,0,42,0,0,90,0,0,96,20,0,0,0,0,0,64,0,0,52,0,0,18,27,36,0,45,0,21,18,0,0,0,0,28,0,24,16,20,0,11,0,0,0,13,0,12,0,10,0,0,12,0,15,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,13,0,8,9,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,36,0,0,24,0,30,0,0,0,0,0,33,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,8,0,0,0,0,10,0,0,9,0,0,0,5,0,0,7,0,0,17,9,0,0,7,0,0,0,0,0,9,9,0,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,6,0,7,15,12,0,0,0,0,0,6,0,0,8,5,0,18,0,0
0,42,0,98,0,0,0,0,0,56,0,0,0,102,48,0,0,0,0,0,28,0,0,56,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,18,0,0,0,0,0,9,0,0,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0,6,10,15,0,8,9,0,13,0,0,0,0,15,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,8
105,0,0,0,56,112,0,0,112,0,72,0,0,36,0,102,0,0,0,0,0,0,0,0,32,36,40,0,36,32,0,0,0,0,0,0,15,18,0,0,0,0,16,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,15,0,11,0,0,0,0,18,0,13,11,0,0,0,9,0,0,18,9,12,0,0,0,0,0,0,8,0,11,13,4,0,0,4,0,0,0,0,13,9,0,0,0,0,0,8,0,10,0,0,0,0,4,0,0,0,0,10,10,0
0,0,91,77,0,91,0,105,0,91,0,48,0,84,0,84,0,72,0,78,60,0,56,32,0,52,0,0,48,0,27,0,42,24,18,15,42,21,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,5,14,0,0,0,0,0,5,8,0,4,0,0,0,0,0,8,12,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
49,0,0,0,0,0,35,84,0,0,48,0,0,42,0,42,0,72,0,0,0,0,0,44,0,32,0,56,44,0,0,0,0,0,0,0,0,24,0,0,0,18,0,0,18,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,2,0,0,0,0,9,0,8,0,4,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,13,10,0,12,13,0,0
0,0,0,91,0,0,0,0,77,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,15,0,0,30,0,0,20,0,0,0,0,0,0,20,22,0,6,0,0,0,0,0,0,12,0,6,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,19,8,0,0,0,0,0,5,0,0,10,16,0,0,0,0,0,10,0,0,16,13,0,0,0,0,0,0,0,0,0,0,12,0,7,10,0,8,0,0,0,7,0,0
0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,90,0,0,42,0,28,0,0,0,0,60,0,0,36,0,0,0,36,0,0,33,0,0,30,0,0,0,0,0,0,22,0,0,14,24,0,0,6,0,0,23,4,0,8,15,0,13,0,0,0,12,0,0,0,12,0,10,9,0,0,0,0,0,0,15,11,7,0,0,0,0,0,0,0,4,9,12,0,0,0,0,6,0,0,0,0,14,12,0,0,9,0,4,0,0,0,0,16,6,0,0,10,8,5,0
77,0,35,42,91,0,84,63,0,0,78,42,96,0,72,0,60,54,0,42,16,0,0,16,0,0,0,0,0,20,12,0,0,0,42,42,0,21,0,60,34,0,0,0,28,22,0,0,0,16,11,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,10,0,12,0,12,0,0,0,8,0,0,0,0,0,12,0,0,0,7,0,11,0,0,0,0,0,5,9,7,0,13,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,11,0,14,0,3,0,0,0
49,0,0,0,0,112,0,0,0,70,66,24,0,0,72,78,0,0,0,0,64,48,0,0,32,0,0,0,0,0,0,0,0,33,0,0,0,9,27,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,10,11,0,0,0,6,12,0,0,6,0,0,6,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0,6,0,0,9,10
42,0,0,63,0,0,56,0,0,49,48,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,42,0,27,0,0,0,0,0,12,0,34,0,12,18,0,0,5,0,0,9,18,9,9,13,0,0,0,0,7,9,0,9,0,0,0,0,9,0,18,14,10,8,0,0,0,0,14,0,17,7,0,7,0,0,0,0,0,0,16,13,6,4,0,0,0,0,0,0,10,12,6,9,0,7,0,0,7,0,0,16,6,0,0,0,0,0
77,0,0,0,0,0,0,70,0,0,60,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,12,48,0,0,21,36,16,0,0,0,6,32,0,18,0,22,7,0,0,0,10,13,0,13,0,0,0,0,11,12,4,0,0,0,0,0,0,0,9,0,0,10,11,0,11,0,0,0,0,8,0,0,7,0,10,0,0,0,0,10,0,6,0,0,10,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,14,17,0,0,0,0
0,0,0,0,0,0,0,70,70,0,0,0,54,48,0,0,0,36,54,72,0,0,60,36,0,0,0,0,16,36,0,0,48,39,0,0,0,0,0,27,0,0,24,14,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,13,0,0,0,10,0,7,13,0,13,15,0,0,0,0,0,0,16,0,12,10,0,9,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,12,6,0,0,0,0,0
